name,value,sign,magnitude,unit,uncertainty,is_dimensionless,sparse_signed_predicted,sparse_magnitude_predicted,sparse_relative_error_percent,sparse_log10_error,sparse_pass_1_percent,sparse_pass_0_1_percent,sparse_complexity,sparse_formula,exact_calibration_coefficient,exact_calibrated_predicted,exact_calibrated_relative_error_percent,status
shielded helion to proton mag. mom. ratio,-0.76176657721,-1,0.76176657721,,6.6e-10,True,-0.7734375,0.7734375,1.5320864867483752,0.006603311037585591,False,False,2,sign(-1) * 1 * K^1 * bip_density^1,0.9849103220492929,-0.76176657721,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded helion to proton magn. moment ratio,-0.761766562,-1,0.761766562,,1.2e-08,True,-0.7734375,0.7734375,1.5320885140138198,0.006603319709033381,False,False,2,sign(-1) * 1 * K^1 * bip_density^1,0.9849103023838385,-0.761766562,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded helion to shielded proton mag. mom. ratio,-0.7617861334,-1,0.7617861334,,3.1e-09,True,-0.7734375,0.7734375,1.5294800061531273,0.00659216190523794,False,False,2,sign(-1) * 1 * K^1 * bip_density^1,0.984935606820202,-0.7617861334,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded helion to shielded proton magn. moment ratio,-0.7617861313,-1,0.7617861313,,3.3e-09,True,-0.7734375,0.7734375,1.5294802860373435,0.006592163102448595,False,False,2,sign(-1) * 1 * K^1 * bip_density^1,0.9849356041050504,-0.7617861313,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded proton gyromag. ratio,267515319.4,1,267515319.4,s^-1 T^-1,1.1,False,268435456.0,268435456.0,0.3439566010887652,0.0014912214290487228,True,False,4,sign(1) * 1 * dict^2 * checksum^2,0.9965722240507603,267515319.4,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded proton gyromag. ratio in MHz/T,42.57638543,1,42.57638543,MHz T^-1,1.7e-07,False,42.666666666666664,42.666666666666664,0.21204532924734548,0.0009199261781335886,True,False,2,sign(1) * 1 * K^-1 * entropy^1,0.997884033515625,42.57638543,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded proton gyromag. ratio over 2 pi,42.57638507,1,42.57638507,MHz T^-1,5.3e-07,False,42.666666666666664,42.666666666666664,0.21204617657941452,0.0009199298502634217,True,False,2,sign(1) * 1 * K^-1 * entropy^1,0.997884025078125,42.57638507,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded proton mag. mom.,1.410570583e-26,1,1.410570583e-26,J T^-1,5.8e-35,False,1.4226153267441853e-26,1.4226153267441853e-26,0.8538916016927381,0.003692660789071122,True,False,2,sign(1) * mu_B[J/T] * pi^1 * dict^-1,0.9915333797423995,1.410570583e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded proton mag. mom. to Bohr magneton ratio,0.0015209931551,1,0.0015209931551,,6.2e-12,True,0.0015339807878856412,0.0015339807878856412,0.8538915998466398,0.0036926607811214886,True,False,2,sign(1) * 1 * pi^1 * dict^-1,0.9915333797605492,0.0015209931551,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded proton mag. mom. to nuclear magneton ratio,2.792775648,1,2.792775648,,1.1e-08,True,2.75,2.75,1.5316535730549348,0.006703355100561737,False,False,3,sign(1) * 1 * K^1 * bits^1 * words^-1,1.0155547810909091,2.792775648,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded proton magn. moment,1.41057047e-26,1,1.41057047e-26,J T^-1,1.2e-33,False,3.771190459990763e-25,3.771190459990763e-25,2573.5214866583465,1.4270836788046617,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.03740385124975775,1.41057047e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded proton magn. moment to Bohr magneton ratio,0.001520993132,1,0.001520993132,,1.6e-11,True,0.0015339807878856412,0.0015339807878856412,0.8538931315596018,0.003692667376945103,True,False,2,sign(1) * 1 * pi^1 * dict^-1,0.9915333647016904,0.001520993132,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded proton magn. moment to nuclear magneton ratio,2.792775604,1,2.792775604,,3e-08,True,2.75,2.75,1.5316520216924676,0.00670334825828013,False,False,3,sign(1) * 1 * K^1 * bits^1 * words^-1,1.0155547650909091,2.792775604,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielding difference of d and p in HD,1.9877e-08,1,1.9877e-08,,1e-12,True,1.9867901567291007e-08,1.9867901567291007e-08,0.04577367162546195,0.00019883804124247372,True,True,4,sign(1) * 1 * entropy^-3 * U^-1,1.0004579463351062,1.9877e-08,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielding difference of t and p in HT,2.3945e-08,1,2.3945e-08,,2e-12,True,2.415685263689465e-08,2.415685263689465e-08,0.884746865294003,0.003825508625519512,True,False,4,sign(1) * 1 * pi^-2 * dict^-2,0.991230122562776,2.3945e-08,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
speed of light in vacuum,299792458.0,1,299792458.0,m s^-1,0.0,False,298665674.66592115,298665674.66592115,0.3758544633163682,0.0016353904670450324,True,False,4,sign(1) * 1 * total_bits^1 * f1^3,1.0037727245869121,299792458.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
standard acceleration of gravity,9.80665,1,9.80665,m s^-2,0.0,False,9.869604401089358,9.869604401089358,0.6419562346913429,0.0027790698109989727,True,False,2,sign(1) * 1 * pi^2,0.9936213855661317,9.80665,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
standard atmosphere,101325.0,1,101325.0,Pa,0.0,False,101376.0,101376.0,0.05033308660251666,0.00021853882363122843,True,True,4,sign(1) * 1 * K^2 * bits^1 * entropy^1,0.9994969223484849,101325.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
standard-state pressure,100000.0,1,100000.0,Pa,0.0,False,98304.0,98304.0,1.696,0.007428810320619624,False,False,3,sign(1) * 1 * K^1 * dict^1 * checksum^1,1.0172526041666667,100000.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Stefan-Boltzmann constant,5.6703744191844314e-08,1,5.6703744191844314e-08,W m^-2 K^-4,0.0,False,5.604697543617998e-08,5.604697543617998e-08,1.1582458354818763,0.005059555689925731,False,False,3,sign(1) * 1 * entropy^-1 * total_bits^-2,1.011718183729864,5.670374419184432e-08,1.1670208016662165e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
tau Compton wavelength,6.97771e-16,1,6.97771e-16,m,4.7e-20,False,7.230206629459348e-16,7.230206629459348e-16,3.6186174183127147,0.015437793204881265,False,False,7,sign(1) * 1 * dict^-3 * entropy^-3 * f1^1,0.9650775361757221,6.97771e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
tau Compton wavelength over 2 pi,1.11056e-16,1,1.11056e-16,m,1e-20,False,1.0708852689353736e-16,1.0708852689353736e-16,3.5724977547027166,0.015799082591813705,False,False,7,sign(1) * 1 * bits^-2 * dict^-2 * total_bits^-3,1.0370485356513208,1.11056e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
tau energy equivalent,1776.86,1,1776.86,MeV,0.12,False,1809.5461902971858,1809.5461902971858,1.839547870805012,0.007916462546125592,False,False,3,sign(1) * 1 * K^-1 * f1^2,0.9819368024577378,1776.86,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
tau mass,3.16754e-27,1,3.16754e-27,kg,2.1e-31,False,3.771190459990763e-25,3.771190459990763e-25,11805.739027733709,2.075756358640952,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.00839931059861601,3.16754e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
tau mass energy equivalent,2.84684e-10,1,2.84684e-10,J,1.9e-14,False,2.860155507806288e-10,2.860155507806288e-10,0.4677294054561596,0.0020265872120119586,True,False,4,sign(1) * 1 * dict^-2 * checksum^-1 * f1^-1,0.995344481175955,2.84684e-10,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
tau mass energy equivalent in MeV,1776.82,1,1776.82,MeV,0.16,False,1787.136925354836,1787.136925354836,0.5806398709399956,0.002514394175487172,True,False,3,sign(1) * m_e[MeV] * entropy^1 * lnK^1 * lnDict^1,0.9942271209281921,1776.82,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
tau mass in u,1.90754,1,1.90754,u,0.00013,False,1.909859317102744,1.909859317102744,0.12158681352653275,0.0005277240654033671,True,False,2,sign(1) * 1 * pi^-1 * K^1,0.998785608404779,1.90754,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
tau molar mass,0.00190754,1,0.00190754,kg mol^-1,1.3e-07,False,0.001893969265275028,0.001893969265275028,0.7114259583008548,0.003100726491044314,True,False,3,sign(1) * 1 * K^-1 * total_bits^-1 * U^1,1.0071652349242328,0.00190754,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
tau-electron mass ratio,3477.23,1,3477.23,,0.23,True,3497.339716533021,3497.339716533021,0.5783257516189936,0.002504401985991611,True,False,3,sign(1) * 1 * entropy^1 * lnK^1 * lnDict^1,0.9942499962362946,3477.23,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
tau-muon mass ratio,16.817,1,16.817,,0.0011,True,16.887201498422982,16.887201498422982,0.41744364882548585,0.0018091612392819561,True,False,3,sign(1) * 1 * pi^1 * lnK^1 * U^1,0.9958429169907437,16.817,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
tau-neutron mass ratio,1.89115,1,1.89115,,0.00013,True,1.909859317102744,1.909859317102744,0.9893089973161265,0.004275400621993609,True,False,2,sign(1) * 1 * pi^-1 * K^1,0.9902038244727229,1.89115,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
tau-proton mass ratio,1.89376,1,1.89376,,0.00013,True,1.909859317102744,1.909859317102744,0.8501244668143759,0.0036764385449895957,True,False,2,sign(1) * 1 * pi^-1 * K^1,0.9915704172770345,1.89376,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
Thomson cross section,6.6524587051e-29,1,6.6524587051e-29,m^2,6.2e-38,False,3.771190459990763e-25,3.771190459990763e-25,566786.7146968745,3.7534962791792825,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.00017640208776716873,6.6524587051e-29,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
triton g factor,5.95792493,1,5.95792493,,1.2e-08,True,6.0,6.0,0.7062034264335738,0.0030562235912505236,True,False,1,sign(1) * 1 * K^1,0.9929874883333333,5.95792493,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
triton mag. mom.,1.5046095178e-26,1,1.5046095178e-26,J T^-1,3e-35,False,1.4833917204952687e-26,1.4833917204952687e-26,1.410186301077989,0.006167954053491166,False,False,2,sign(1) * mu_B[J/T] * K^-1 * f1^-1,1.0143035699954204,1.5046095178e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
triton mag. mom. to Bohr magneton ratio,0.0016223936648,1,0.0016223936648,,3.2e-12,True,0.0015995148916018592,0.0015995148916018592,1.4101863003120845,0.0061679540501173346,False,False,2,sign(1) * 1 * K^-1 * f1^-1,1.0143035699875407,0.0016223936648,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
triton mag. mom. to nuclear magneton ratio,2.978962465,1,2.978962465,,5.9e-09,True,3.0000473161956447,3.0000473161956447,0.7077917712415601,0.003063073258125033,True,False,1,sign(1) * 1 * U^1,0.9929718271169194,2.978962465,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
triton mass,5.0073567512e-27,1,5.0073567512e-27,kg,1.6e-36,False,3.771190459990763e-25,3.771190459990763e-25,7431.299740301122,1.8768699325526514,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.013277920604445591,5.0073567512e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
triton mass energy equivalent,4.5003878119e-10,1,4.5003878119e-10,J,1.4e-19,False,4.491618367036713e-10,4.491618367036713e-10,0.1948597594211449,0.0008470907704320415,True,False,5,sign(1) * 1 * bits^-2 * total_bits^-3,1.0019524020401298,4.5003878119e-10,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
triton mass energy equivalent in MeV,2808.92113668,1,2808.92113668,MeV,8.8e-07,False,2790.691587731937,2790.691587731937,0.6489875671486232,0.002827702869613428,True,False,3,sign(1) * m_e[MeV] * dict^1 * checksum^1 * U^-1,1.0065322692870116,2808.92113668,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
triton mass in u,3.01550071597,1,3.01550071597,u,1e-10,False,3.0000473161956447,3.0000473161956447,0.5124654652713098,0.002231331534937498,True,False,1,sign(1) * 1 * U^1,1.0051510520153901,3.01550071597,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
triton molar mass,0.00301550071913,1,0.00301550071913,kg mol^-1,9.4e-13,False,0.003054848418570397,0.003054848418570397,1.3048479541317828,0.005630229065602589,False,False,2,sign(1) * 1 * pi^-1 * f1^-1,0.9871195902221522,0.00301550071913,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
triton relative atomic mass,3.01550071597,1,3.01550071597,,1e-10,True,3.0000473161956447,3.0000473161956447,0.5124654652713098,0.002231331534937498,True,False,1,sign(1) * 1 * U^1,1.0051510520153901,3.01550071597,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
triton to proton mag. mom. ratio,1.0666399189,1,1.0666399189,,2.1e-09,True,1.0492327570101552,1.0492327570101552,1.6319623503118466,0.007145992293117428,False,False,2,sign(1) * 1 * checksum^1 * lnDict^-1,1.0165903721300575,1.0666399189,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
triton-electron mag. mom. ratio,-0.001620514423,-1,0.001620514423,,2.1e-11,True,-0.0015995148916018592,0.0015995148916018592,1.2958558776209566,0.005664612966643936,False,False,2,sign(-1) * 1 * K^-1 * f1^-1,1.0131286876467342,-0.001620514423,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
triton-electron mass ratio,5496.92153551,1,5496.92153551,,2.1e-07,True,5461.247198186369,5461.247198186369,0.6489875668258123,0.002827702868202331,True,False,3,sign(1) * 1 * dict^1 * checksum^1 * U^-1,1.0065322692837413,5496.9215355100005,1.654552818150325e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
triton-neutron mag. mom. ratio,-1.55718553,-1,1.55718553,,3.7e-07,True,-1.570821101497002,1.570821101497002,0.875654906515989,0.0037863672727567544,True,False,3,sign(-1) * 1 * pi^1 * K^-1 * U^1,0.9913194624874805,-1.55718553,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
triton-proton mag. mom. ratio,1.066639908,1,1.066639908,,1e-08,True,1.0492327570101552,1.0492327570101552,1.6319613450882433,0.007145987855059369,False,False,2,sign(1) * 1 * checksum^1 * lnDict^-1,1.0165903617415142,1.066639908,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
triton-proton mass ratio,2.99371703403,1,2.99371703403,,1e-10,True,3.0000473161956447,3.0000473161956447,0.2114522546281961,0.0009173559302578771,True,False,1,sign(1) * 1 * U^1,0.9978899392248012,2.99371703403,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
unified atomic mass unit,1.66053906892e-27,1,1.66053906892e-27,kg,5.2e-37,False,3.771190459990763e-25,3.771190459990763e-25,22610.639758951966,2.3562293684720084,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.00440322250105625,1.66053906892e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
vacuum electric permittivity,8.8541878188e-12,1,8.8541878188e-12,F m^-1,1.4e-21,False,8.93798596189465e-12,8.93798596189465e-12,0.9464238257598462,0.004090938036972201,True,False,4,sign(1) * 1 * dict^-2 * entropy^-1 * f1^-1,0.9906244937671747,8.8541878188e-12,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
vacuum mag. permeability,1.25663706127e-06,1,1.25663706127e-06,N A^-2,2e-16,False,1.2715657552083333e-06,1.2715657552083333e-06,1.1879877172527258,0.0051289593639208715,False,False,4,sign(1) * 1 * K^-1 * dict^-1 * checksum^-2,0.9882595973686887,1.25663706127e-06,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
von Klitzing constant,25812.807459304513,1,25812.807459304513,ohm,0.0,False,26674.75425873495,26674.75425873495,3.339221434124701,0.014265185212960383,False,False,2,sign(1) * 1 * entropy^1 * f1^1,0.9676867951220889,25812.807459304513,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
W to Z mass ratio,0.88145,1,0.88145,,0.00013,True,0.888860850325181,0.888860850325181,0.8407567445891513,0.003636096115536028,True,False,3,sign(1) * 1 * checksum^1 * U^-2,0.9916625303921645,0.88145,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
weak mixing angle,0.22305,1,0.22305,,0.00023,True,0.22396993365350687,0.22396993365350687,0.4124338280685368,0.0017874937708967297,True,False,2,sign(1) * 1 * checksum^-1 * lnK^1,0.9958926020180456,0.22305,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
Wien displacement law constant,0.0028977685,1,0.0028977685,m K,5.1e-09,False,0.0029296875,0.0029296875,1.1015027597960307,0.004757610936566242,False,False,2,sign(1) * 1 * K^1 * dict^-1,0.9891049813333334,0.0028977685,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Wien frequency displacement law constant,58789257576.468254,1,58789257576.468254,Hz K^-1,0.0,False,57982058496.0,57982058496.0,1.3730383980752192,0.0060043459683821005,False,False,5,sign(1) * 1 * dict^2 * words^3,1.0139215319601655,58789257576.468254,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Wien wavelength displacement law constant,0.0028977719551851727,1,0.0028977719551851727,m K,0.0,False,0.0029296875,0.0029296875,1.1013822104848099,0.004757093101218158,False,False,2,sign(1) * 1 * K^1 * dict^-1,0.9891061607032056,0.0028977719551851727,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
{220} lattice spacing of silicon,1.920155714e-10,1,1.920155714e-10,m,3.2e-18,False,1.906740265305713e-10,1.906740265305713e-10,0.6986646237320137,0.0030449111960090106,True,False,5,sign(1) * 1 * entropy^-3 * U^-1 * f1^-1,1.0070358029032003,1.920155714e-10,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
